"site","date","approach","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"TLM01",20220512,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",39,"Diplectrona modesta"
"TLM01",20220512,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche betteni",15,"Hydropsyche betteni"
"TLM01",20220512,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydroptilidae","Hydroptila","Hydroptila talladega",34,"Hydroptila talladega"
"TLM01",20220609,"1_3","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais","Nais communis/variabilis complex sp. A4",16,"Nais communis/variabilis complex sp. A4"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Arachnida","Trombidiformes",,,,35,"Trombidiformes"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,332,"Dubiraphia"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,267,"Optioservus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",13,"Oulimnius latiusculus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",176,"Stenelmis sp. BOLD:AAC4909"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,174,"Cryptochironomus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",48,"Rheotanytarsus sp. BOLD-2016"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,39,"Tanytarsus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemannimyia",,68,"Thienemannimyia"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes","Roederiodes sp. BOLD:ABA0444",14,"Roederiodes sp. BOLD:ABA0444"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,31,"Ephemerella"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Ephemeroptera",,,,55,"Ephemeroptera"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",15,"Nigronia fasciatus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. AMI 1",596,"Leuctra sp. AMI 1"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. BOLD:AAC1685",73,"Leuctra sp. BOLD:AAC1685"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra tenuis",8,"Leuctra tenuis"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,80,"Eccoptura"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",274,"Perlesta nelsoni"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,60,"Cheumatopsyche"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",10,"Diplectrona modesta"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,501,"Optioservus"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",9,"Oulimnius latiusculus"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,22,"Cryptochironomus"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum convictum",8,"Polypedilum convictum"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",8,"Stempellinella fimbriata"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,16,"Tanytarsus"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Microvelia","Microvelia americana",12,"Microvelia americana"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",2043,"Nigronia serricornis"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria",,26,"Boyeria"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",241,"Calopteryx maculata"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. BOLD:AAC1685",141,"Leuctra sp. BOLD:AAC1685"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,912,"Tallaperla"
"TLM01",20220628,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura","Eccoptura xanthenes",17,"Eccoptura xanthenes"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,9,"Oulimnius"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,995,"Ceratopogonidae"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,1102,"Tanytarsus"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Rhagovelia",,9,"Rhagovelia"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",387,"Nigronia serricornis"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",395,"Calopteryx maculata"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. AMI 1",374,"Leuctra sp. AMI 1"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,350,"Eccoptura"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydroptilidae","Hydroptila","Hydroptila talladega",189,"Hydroptila talladega"
"TLM01",20220719,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",318,"Lepidostoma latipenne"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,49,"Optioservus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",38,"Stenelmis sp. BOLD:AAC4909"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,11,"Cryptochironomus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Lauterborniella","Lauterborniella agrayloides",51,"Lauterborniella agrayloides"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",8,"Rheotanytarsus sp. BOLD-2016"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",35,"Stempellinella fimbriata"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,143,"Tanytarsus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tribelos",,56,"Tribelos"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",16,"Eurylophella verisimilis"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,257,"Leucrocuta"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium ithaca",60,"Maccaffertium ithaca"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",,41,"Calopteryx"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,50,"Leuctridae"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,446,"Tallaperla"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,86,"Eccoptura"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Mystacides","Mystacides sepulchralis",8,"Mystacides sepulchralis"
"TLM01",20220902,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,29,"Oulimnius"
"TLM01",20220902,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,626,"Elmidae"
"TLM01",20220902,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Ephemera","Ephemera blanda",8,"Ephemera blanda"
"TLM01",20220902,"1","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Rhagovelia",,12,"Rhagovelia"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Arachnida","Opiliones",,,,24,"Opiliones"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,484,"Dubiraphia"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Macronychus","Macronychus sp. BOLD:AAE7495",314,"Macronychus sp. BOLD:AAE7495"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,60,"Stenelmis"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Psephenus",,183,"Psephenus"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum sp. BOLD:AAB5362",229,"Polypedilum sp. BOLD:AAB5362"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,218,"Simulium"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Hexagenia",,123,"Hexagenia"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Megaloptera","Sialidae","Sialis",,15,"Sialis"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria",,45,"Boyeria"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus",,911,"Ophiogomphus"
"TLM01",20220916,"1","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Stylogomphus","Stylogomphus albistylus",96,"Stylogomphus albistylus"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Macrocyclops",,12,"Macrocyclops"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,48,"Dubiraphia"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",19,"Oulimnius latiusculus"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Psephenus","Psephenus herricki",23,"Psephenus herricki"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Ablabesmyia","Ablabesmyia sp. CAM02",9,"Ablabesmyia sp. CAM02"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Brillia","Brillia sp. BOLD:AAI3832",12,"Brillia sp. BOLD:AAI3832"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Corynoneura",,15,"Corynoneura"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella","Parakiefferiella sp. BOLD:AAI2682",15,"Parakiefferiella sp. BOLD:AAI2682"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",24,"Stempellinella fimbriata"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Diptera","Dixidae",,,28,"Dixidae"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella doris",11,"Eurylophella doris"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium modestum",92,"Maccaffertium modestum"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",279,"Nigronia serricornis"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",1105,"Calopteryx maculata"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydroptilidae","Hydroptila","Hydroptila talladega",26,"Hydroptila talladega"
"TLM01",20221007,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes ochraceus",12,"Triaenodes ochraceus"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,58,"Optioservus"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",21,"Stenelmis sp. BOLD:AAC4909"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paratendipes",,14,"Paratendipes"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum aviceps",8,"Polypedilum aviceps"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum sp. BOLD-2016",25,"Polypedilum sp. BOLD-2016"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemannimyia",,53,"Thienemannimyia"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",8,"Eurylophella verisimilis"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron","Stenacron interpunctatum",50,"Stenacron interpunctatum"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron","Stenacron pallidum",26,"Stenacron pallidum"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Stylogomphus","Stylogomphus sigmastylus",98,"Stylogomphus sigmastylus"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia",,33,"Allocapnia"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,502,"Tallaperla"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",,1635,"Cambarus"
"TLM01",20221024,"1","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae",,,10,"Cambaridae"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,58,"Elmidae"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Corynoneura",,253,"Corynoneura"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella",,120,"Stempellinella"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,18,"Chironomidae"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella bicolor",76,"Eurylophella bicolor"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",12,"Eurylophella verisimilis"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium modestum",312,"Maccaffertium modestum"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",634,"Nigronia serricornis"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia","Allocapnia recta",13,"Allocapnia recta"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",51,"Perlesta nelsoni"
"TLM01",20221115,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",96,"Pycnopsyche antica"
"TLM01",20221212,"1","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Aulodrilus","Aulodrilus pluriseta",28,"Aulodrilus pluriseta"
"TLM01",20221212,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,28,"Oulimnius"
"TLM01",20221212,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,30,"Elmidae"
"TLM01",20221212,"1","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,17,"Chironomidae"
"TLM01",20221212,"1","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,2450,"Simulium"
"TLM01",20221212,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",525,"Eurylophella verisimilis"
"TLM01",20221212,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche luculenta",11,"Pycnopsyche luculenta"
"TLM01",20230106,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,44,"Dubiraphia"
"TLM01",20230106,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,11,"Oulimnius"
"TLM01",20230106,"1","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,17,"Elmidae"
"TLM01",20230106,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",19,"Eurylophella verisimilis"
"TLM01",20230106,"1","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",251,"Habrophlebiodes americana"
"TLM01",20230106,"1","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",17,"Lepidostoma latipenne"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,19,"Oulimnius"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,226,"Chironomidae"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,2871,"Simulium"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae",,,1864,"Simuliidae"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,4722,"Ephemerella"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",733,"Eurylophella verisimilis"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",331,"Habrophlebiodes americana"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,8486,"Tallaperla"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,169,"Cheumatopsyche"
