"site","date","approach","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Stenacron","Stenacron pallidum",17,"Stenacron pallidum"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla","Haploperla brevis",34,"Haploperla brevis"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,7764,"Tallaperla"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",14,"Perlesta nelsoni"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,19,"Oulimnius"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,1751,"Stenelmis"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,18,"Elmidae"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Lauterborniella","Lauterborniella agrayloides",14,"Lauterborniella agrayloides"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella",,48,"Parakiefferiella"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum",,77,"Polypedilum"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,20,"Rheotanytarsus"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",99,"Stempellinella fimbriata"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,181,"Tanytarsus"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella",,335,"Eurylophella"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Hexagenia",,143,"Hexagenia"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Rhagovelia",,8,"Rhagovelia"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",109,"Calopteryx maculata"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",,78,"Cordulegaster"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus",,144,"Gomphus"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,92,"Tallaperla"
"TLM10",20220811,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",98,"Diplectrona modesta"
"TLM10",20220811,"2","Eukaryota","Mollusca","Gastropoda","unk_order","Pleuroceridae","Elimia",,1451,"Elimia"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,65,"Optioservus"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,14,"Elmidae"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,18,"Palpomyia"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",10,"Stempellinella fimbriata"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Prosimulium mixtum",99,"Prosimulium mixtum"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,2101,"Ephemerella"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",71,"Eurylophella verisimilis"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",13,"Habrophlebiodes americana"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Stylogomphus",,14,"Stylogomphus"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",226,"Pycnopsyche antica"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche luculenta",18,"Pycnopsyche luculenta"
"TLM10",20230130,"2","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",,288,"Cambarus"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,22,"Oulimnius"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,96,"Stenelmis"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,15,"Elmidae"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,334,"Simulium"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,5334,"Ephemerella"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",194,"Eurylophella verisimilis"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium meririvulanum",237,"Maccaffertium meririvulanum"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",18,"Nigronia fasciatus"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla","Haploperla brevis",25,"Haploperla brevis"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,568,"Tallaperla"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla nr. holochlora BOLD:AAB1101",256,"Isoperla nr. holochlora BOLD:AAB1101"
"TLM16",20220330,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",143,"Diplectrona modesta"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,22,"Oulimnius"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,141,"Stenelmis"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,43,"Elmidae"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,73,"Ceratopogonidae"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus",,90,"Cricotopus"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,824,"Chironomidae"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",125,"Eurylophella verisimilis"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus",,8,"Gomphus"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla","Tallaperla cornelia",79,"Tallaperla cornelia"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,13,"Eccoptura"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",13,"Perlesta nelsoni"
"TLM16",20220812,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",62,"Diplectrona modesta"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",51,"Oulimnius latiusculus"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,401,"Stenelmis"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,10,"Ceratopogonidae"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius",,113,"Paraphaenocladius"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,75,"Chironomidae"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Dixidae",,,79,"Dixidae"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Prosimulium mixtum",156,"Prosimulium mixtum"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,1723,"Ephemerella"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",69,"Eurylophella verisimilis"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,13,"Tallaperla"
"TLM16",20230130,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae",,,8,"Perlidae"
"TLM19",20220330,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Ptilodactylidae","Ptilodactyla","Ptilodactyla serricollis",4530,"Ptilodactyla serricollis"
"TLM19",20220330,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella xena",679,"Thienemanniella xena"
"TLM19",20220330,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tvetenia","Tvetenia paucunca",1437,"Tvetenia paucunca"
"TLM19",20220330,"2","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",,2848,"Cambarus"
"TLM19",20220330,"2","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae",,,44,"Cambaridae"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Oripodidae",,,12,"Oripodidae"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,42,"Oulimnius"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,32,"Ceratopogonidae"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus",,1242,"Cricotopus"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemannimyia",,65,"Thienemannimyia"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,122,"Chironomidae"
"TLM19",20220812,"2","Eukaryota","Arthropoda","Insecta","Hemiptera","Corixidae",,,2827,"Corixidae"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,295,"Stenelmis"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,29,"Parametriocnemus"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,967,"Chironomidae"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Prosimulium mixtum",165,"Prosimulium mixtum"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,57,"Ephemerella"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",1850,"Diplectrona metaqui"
"TLM19",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma carrolli",22,"Lepidostoma carrolli"
